# /data/disk01/huangk4/Code/MD-tools/x-form/localP.py -f /data/disk02/huangk4/Slipids/constArea/DOPC-tat4/umb1/a72/run1_2.xtc -n tat4.ndx -o tat4-a72-2.dat -ng 6 -cut 0.9
#    Frame   tat(nm)Pclose(nm)  Num  PFar(nm)  Num   tat(nm)Pclose(nm)  Num  PFar(nm)  Num   tat(nm)Pclose(nm)  Num  PFar(nm)  Num   tat(nm)Pclose(nm)  Num  PFar(nm)  Num
         1     6.854     6.520    4     4.071    4     6.787     6.722    4     3.388    2     3.893     4.342    3     7.069    4     3.874     4.179    4     7.322    3
         2     6.893     6.570    4     3.988    5     6.817     6.743    4     3.315    2     3.911     4.301    3     7.044    4     3.969     4.283    4     7.378    3
         3     6.856     6.526    4     3.871    4     6.758     6.712    4     3.244    2     3.896     4.221    4     6.943    4     3.912     4.219    4     7.309    3
         4     6.848     6.508    4     3.936    4     6.804     6.705    4     3.244    2     3.951     4.401    3     7.101    3     3.902     4.227    4     7.308    3
         5     6.859     6.487    4     3.720    3     6.786     6.686    4     3.202    2     3.945     4.269    4     7.124    4     3.933     4.265    3     7.318    3
         6     6.846     6.491    4     3.890    4     6.788     6.708    4     3.293    2     3.903     4.324    3     6.909    4     3.879     4.188    4     7.381    3
         7     6.860     6.480    4     3.993    5     6.812     6.716    4     3.222    2     3.928     4.308    3     7.037    4     3.898     4.202    4     7.374    3
         8     6.899     6.529    4     4.114    4     6.838     6.765    4     3.166    3     3.955     4.368    3     7.095    4     3.906     4.212    4     7.359    3
         9     6.861     6.454    4     4.031    5     6.784     6.694    4     3.210    2     3.884     4.300    3     7.015    4     3.918     4.220    4     7.330    3
        10     6.873     6.478    4     4.322    3     6.790     6.735    4     3.277    2     3.941     4.360    3     7.042    4     3.877     4.172    4     7.374    3
        11     6.811     6.393    4     4.242    3     6.781     6.705    4     3.183    3     3.900     4.286    3     7.029    5     3.882     4.232    3     7.306    3
        12     6.865     6.470    4     4.087    4     6.802     6.713    4     3.209    3     3.902     4.311    3     7.055    5     3.857     4.130    4     7.318    3
        13     6.851     6.457    4     3.984    5     6.805     6.768    4     3.266    3     3.897     4.296    3     7.068    5     3.853     4.124    4     7.263    3
        14     6.856     6.511    4     4.065    4     6.792     6.718    4     3.411    3     3.926     4.316    3     7.001    3     3.883     4.161    4     7.293    3
